"variable" "activity_label" "subject_id" "mean"
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 25 0.291329666206897
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 26 0.2792845828
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 27 0.2975441875
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 28 0.293642076521739
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 29 0.293140441083333
"tbodyacc_mean_x" "WALKING_DOWNSTAIRS" 30 0.283190646967742
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 1 0.255461689622641
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 2 0.247164790395833
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 3 0.260819873067797
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 4 0.270876696730769
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 5 0.268459469914894
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 6 0.268229355098039
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 7 0.248706923078431
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 8 0.258880152048781
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 9 0.262436475714286
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 10 0.267121853404255
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 11 0.263775859277778
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 12 0.272970338653846
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 13 0.258203939581818
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 14 0.26242106612963
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 15 0.270187595833333
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 16 0.255986102627451
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 17 0.252604768583333
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 18 0.265401201896552
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 19 0.242118808925
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 20 0.252098317156863
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 21 0.265194544680851
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 22 0.248391534566667
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 23 0.249995171031373
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 24 0.269881106779661
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 25 0.277995411384615
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 26 0.272691394545455
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 27 0.265770253921569
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 28 0.262005841764706
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 29 0.265423066877551
"tbodyacc_mean_x" "WALKING_UPSTAIRS" 30 0.271415642261538
"tbodyacc_mean_y" "LAYING" 1 -0.0405139534294
"tbodyacc_mean_y" "LAYING" 2 -0.0181587397583333
"tbodyacc_mean_y" "LAYING" 3 -0.0189556785048387
"tbodyacc_mean_y" "LAYING" 4 -0.0150031841055556
"tbodyacc_mean_y" "LAYING" 5 -0.0183042123269231
"tbodyacc_mean_y" "LAYING" 6 -0.0102529170561404
"tbodyacc_mean_y" "LAYING" 7 -0.0204411516884615
"tbodyacc_mean_y" "LAYING" 8 -0.0212281733881481
"tbodyacc_mean_y" "LAYING" 9 -0.020526821662
"tbodyacc_mean_y" "LAYING" 10 -0.024294484137931
"tbodyacc_mean_y" "LAYING" 11 -0.0176598052315789
"tbodyacc_mean_y" "LAYING" 12 -0.0175203917146667
"tbodyacc_mean_y" "LAYING" 13 -0.020440454366129
"tbodyacc_mean_y" "LAYING" 14 -0.0113424652490196
"tbodyacc_mean_y" "LAYING" 15 -0.0166296542054167
"tbodyacc_mean_y" "LAYING" 16 -0.0166103510562857
"tbodyacc_mean_y" "LAYING" 17 -0.0168462006729577
"tbodyacc_mean_y" "LAYING" 18 -0.0173937684615385
"tbodyacc_mean_y" "LAYING" 19 -0.0171426864421687
"tbodyacc_mean_y" "LAYING" 20 -0.0144406281132353
"tbodyacc_mean_y" "LAYING" 21 -0.0184233048415556
"tbodyacc_mean_y" "LAYING" 22 -0.0142629864502778
"tbodyacc_mean_y" "LAYING" 23 -0.0216553835833333
"tbodyacc_mean_y" "LAYING" 24 -0.0173555210111111
"tbodyacc_mean_y" "LAYING" 25 -0.0188943663671233
"tbodyacc_mean_y" "LAYING" 26 -0.0191895728026316
"tbodyacc_mean_y" "LAYING" 27 -0.0179867611216216
"tbodyacc_mean_y" "LAYING" 28 -0.0167537858225
"tbodyacc_mean_y" "LAYING" 29 -0.0171965484202899
"tbodyacc_mean_y" "LAYING" 30 -0.0194494098614286
"tbodyacc_mean_y" "SITTING" 1 -0.00130828765170213
"tbodyacc_mean_y" "SITTING" 2 -0.0156879937282609
"tbodyacc_mean_y" "SITTING" 3 -0.00350299841730769
"tbodyacc_mean_y" "SITTING" 4 -0.007163065158
"tbodyacc_mean_y" "SITTING" 5 -0.00990083527045455
"tbodyacc_mean_y" "SITTING" 6 -0.0145911615290909
"tbodyacc_mean_y" "SITTING" 7 -0.01461097580375
"tbodyacc_mean_y" "SITTING" 8 -0.00672550621304348
"tbodyacc_mean_y" "SITTING" 9 -0.02701677698
"tbodyacc_mean_y" "SITTING" 10 -0.015042681852037
"tbodyacc_mean_y" "SITTING" 11 -0.0149195616754717
"tbodyacc_mean_y" "SITTING" 12 -0.0157892988523529
"tbodyacc_mean_y" "SITTING" 13 -0.00587732936326531
"tbodyacc_mean_y" "SITTING" 14 -0.00870565463888889
"tbodyacc_mean_y" "SITTING" 15 -0.0117188472271186
"tbodyacc_mean_y" "SITTING" 16 -0.0102497939956522
"tbodyacc_mean_y" "SITTING" 17 -0.014156274084375
"tbodyacc_mean_y" "SITTING" 18 -0.0128691279736842
"tbodyacc_mean_y" "SITTING" 19 -0.016739260030137
"tbodyacc_mean_y" "SITTING" 20 -0.0147229305131818
"tbodyacc_mean_y" "SITTING" 21 -0.0144009705494118
"tbodyacc_mean_y" "SITTING" 22 -0.0123468446419355
"tbodyacc_mean_y" "SITTING" 23 -0.0133945015676471
"tbodyacc_mean_y" "SITTING" 24 -0.0131255097938235
"tbodyacc_mean_y" "SITTING" 25 -0.0147696808030769
"tbodyacc_mean_y" "SITTING" 26 -0.00713364541358974
"tbodyacc_mean_y" "SITTING" 27 -0.0155269799285714
"tbodyacc_mean_y" "SITTING" 28 -0.0185404441258333
"tbodyacc_mean_y" "SITTING" 29 -0.016630680375
"tbodyacc_mean_y" "SITTING" 30 -0.00804731295322581
"tbodyacc_mean_y" "STANDING" 1 -0.0161375901037736
"tbodyacc_mean_y" "STANDING" 2 -0.0184208270166667
"tbodyacc_mean_y" "STANDING" 3 -0.0143376555065574
"tbodyacc_mean_y" "STANDING" 4 -0.00948911098553571
"tbodyacc_mean_y" "STANDING" 5 -0.00700418554517857
"tbodyacc_mean_y" "STANDING" 6 -0.0181236327175439
"tbodyacc_mean_y" "STANDING" 7 -0.0145740341037736
"tbodyacc_mean_y" "STANDING" 8 -0.0148113067148148
"tbodyacc_mean_y" "STANDING" 9 -0.0200454954022222
"tbodyacc_mean_y" "STANDING" 10 -0.0155418603409091
"tbodyacc_mean_y" "STANDING" 11 -0.0171990886595745
"tbodyacc_mean_y" "STANDING" 12 -0.0169002543196721
"tbodyacc_mean_y" "STANDING" 13 -0.0167891993964912
"tbodyacc_mean_y" "STANDING" 14 -0.01520781344
"tbodyacc_mean_y" "STANDING" 15 -0.0183516360396226
"tbodyacc_mean_y" "STANDING" 16 -0.0165999672935897
"tbodyacc_mean_y" "STANDING" 17 -0.0174120064169231
"tbodyacc_mean_y" "STANDING" 18 -0.0166353518150685
"tbodyacc_mean_y" "STANDING" 19 -0.0154244056945205
"tbodyacc_mean_y" "STANDING" 20 -0.0180695049161644
"tbodyacc_mean_y" "STANDING" 21 -0.0167084730205618
"tbodyacc_mean_y" "STANDING" 22 -0.0158563207496825
"tbodyacc_mean_y" "STANDING" 23 -0.0177475547867647
"tbodyacc_mean_y" "STANDING" 24 -0.0144785340348986
"tbodyacc_mean_y" "STANDING" 25 -0.0163569730274324
"tbodyacc_mean_y" "STANDING" 26 -0.0166608306652703
"tbodyacc_mean_y" "STANDING" 27 -0.016593236445
"tbodyacc_mean_y" "STANDING" 28 -0.0172635124672152
"tbodyacc_mean_y" "STANDING" 29 -0.0172605869061538
"tbodyacc_mean_y" "STANDING" 30 -0.0170163887813559
"tbodyacc_mean_y" "WALKING" 1 -0.0173838185273684
"tbodyacc_mean_y" "WALKING" 2 -0.0185949199145763
"tbodyacc_mean_y" "WALKING" 3 -0.0171767844203448
"tbodyacc_mean_y" "WALKING" 4 -0.0148399475341667
"tbodyacc_mean_y" "WALKING" 5 -0.0172850317482679
"tbodyacc_mean_y" "WALKING" 6 -0.0168954189082456
"tbodyacc_mean_y" "WALKING" 7 -0.018653665345614
"tbodyacc_mean_y" "WALKING" 8 -0.0186628865310417
"tbodyacc_mean_y" "WALKING" 9 -0.0180891971284423
"tbodyacc_mean_y" "WALKING" 10 -0.017022351190566
"tbodyacc_mean_y" "WALKING" 11 -0.0166475833623729
"tbodyacc_mean_y" "WALKING" 12 -0.015560927606
"tbodyacc_mean_y" "WALKING" 13 -0.0185660651947368
"tbodyacc_mean_y" "WALKING" 14 -0.0217785380966102
"tbodyacc_mean_y" "WALKING" 15 -0.0170809740090741
"tbodyacc_mean_y" "WALKING" 16 -0.0204286929452941
"tbodyacc_mean_y" "WALKING" 17 -0.0184875403339344
"tbodyacc_mean_y" "WALKING" 18 -0.0178023631866071
"tbodyacc_mean_y" "WALKING" 19 -0.0191773587903846
"tbodyacc_mean_y" "WALKING" 20 -0.021199992245098
"tbodyacc_mean_y" "WALKING" 21 -0.0181610317526923
"tbodyacc_mean_y" "WALKING" 22 -0.0167213607957174
"tbodyacc_mean_y" "WALKING" 23 -0.0183618711932203
"tbodyacc_mean_y" "WALKING" 24 -0.0225446400534483
"tbodyacc_mean_y" "WALKING" 25 -0.0186477624716216
"tbodyacc_mean_y" "WALKING" 26 -0.0154259586949153
"tbodyacc_mean_y" "WALKING" 27 -0.0166478783221912
"tbodyacc_mean_y" "WALKING" 28 -0.0156759722981481
"tbodyacc_mean_y" "WALKING" 29 -0.0162915600588679
"tbodyacc_mean_y" "WALKING" 30 -0.0175880385730769
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 1 -0.00991850461020408
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 2 -0.0226614158361702
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 3 -0.0193554079328571
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 4 -0.00980200850666667
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 5 -0.00850107533191489
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 6 -0.019536840063125
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 7 -0.0166332372978723
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 8 -0.0211058674973684
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 9 -0.0203994269075476
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 10 -0.0200050770710526
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 11 -0.0178097721219565
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 12 -0.018084266865793
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 13 -0.0143723839108511
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 14 -0.0200141413657778
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 15 -0.00563047804309524
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 16 -0.0183898583787234
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 17 -0.0167359404347826
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 18 -0.0168666920221818
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 19 -0.0145942275069487
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 20 -0.00964120773155556
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 21 -0.0173195390157778
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 22 -0.0197999371686389
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 23 -0.0162111457238889
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 24 -0.0145730348310909
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 25 -0.0210170522987931
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 26 -0.01262580966778
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 27 -0.0135564467159091
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 28 -0.0220230465913043
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 29 -0.01494121505625
"tbodyacc_mean_y" "WALKING_DOWNSTAIRS" 30 -0.0174383900204839
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 1 -0.0239531492643396
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 2 -0.0214121132045833
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 3 -0.0324109410555932
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 4 -0.0319804295729615
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 5 -0.0325269755153191
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 6 -0.0272425385070588
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 7 -0.0275639005607843
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 8 -0.0282415136341463
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 9 -0.0195101099975714
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 10 -0.0143854920340426
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 11 -0.0303157822055556
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 12 -0.0263574903403846
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 13 -0.0277392253910909
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 14 -0.0204388180024074
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 15 -0.0287523860708333
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 16 -0.0143654945011765
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 17 -0.0228645614308333
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 18 -0.0222060684378914
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 19 -0.0303986615775
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 20 -0.0282258047588235
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 21 -0.0237218695148936
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 22 -0.0268622561133333
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 23 -0.0323844029237255
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 24 -0.0251979434569492
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 25 -0.0269863524264615
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 26 -0.0281633797398182
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 27 -0.0200953324078431
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 28 -0.0279443943478431
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 29 -0.0299465312326531
"tbodyacc_mean_y" "WALKING_UPSTAIRS" 30 -0.0253311698786154
"tbodyacc_mean_z" "LAYING" 1 -0.11320355358
"tbodyacc_mean_z" "LAYING" 2 -0.107245610416667
"tbodyacc_mean_z" "LAYING" 3 -0.101300477506452
"tbodyacc_mean_z" "LAYING" 4 -0.110688150314815
"tbodyacc_mean_z" "LAYING" 5 -0.107937603673077
"tbodyacc_mean_z" "LAYING" 6 -0.133119570368421
"tbodyacc_mean_z" "LAYING" 7 -0.101361036576923
"tbodyacc_mean_z" "LAYING" 8 -0.102245365611111
"tbodyacc_mean_z" "LAYING" 9 -0.10754972144
"tbodyacc_mean_z" "LAYING" 10 -0.117168642362069
"tbodyacc_mean_z" "LAYING" 11 -0.108786578070175
"tbodyacc_mean_z" "LAYING" 12 -0.108160125666667
"tbodyacc_mean_z" "LAYING" 13 -0.104331864532258
"tbodyacc_mean_z" "LAYING" 14 -0.0868333315509804
"tbodyacc_mean_z" "LAYING" 15 -0.118530240291667
"tbodyacc_mean_z" "LAYING" 16 -0.107310493242857
"tbodyacc_mean_z" "LAYING" 17 -0.107006279704225
"tbodyacc_mean_z" "LAYING" 18 -0.107698927907692
"tbodyacc_mean_z" "LAYING" 19 -0.10898146186747
"tbodyacc_mean_z" "LAYING" 20 -0.104274322538235
"tbodyacc_mean_z" "LAYING" 21 -0.103253832233333
"tbodyacc_mean_z" "LAYING" 22 -0.110800924652778
"tbodyacc_mean_z" "LAYING" 23 -0.104256776291667
"tbodyacc_mean_z" "LAYING" 24 -0.107236237236111
"tbodyacc_mean_z" "LAYING" 25 -0.100428830260274
"tbodyacc_mean_z" "LAYING" 26 -0.105002540289474
"tbodyacc_mean_z" "LAYING" 27 -0.107699732837838
"tbodyacc_mean_z" "LAYING" 28 -0.1083448529625
"tbodyacc_mean_z" "LAYING" 29 -0.109462068173913
"tbodyacc_mean_z" "LAYING" 30 -0.1036581505
"tbodyacc_mean_z" "SITTING" 1 -0.104544182255319
"tbodyacc_mean_z" "SITTING" 2 -0.109218272456522
"tbodyacc_mean_z" "SITTING" 3 -0.0983579203269231
"tbodyacc_mean_z" "SITTING" 4 -0.10587459588
"tbodyacc_mean_z" "SITTING" 5 -0.108540300265909
"tbodyacc_mean_z" "SITTING" 6 -0.110127728709091
"tbodyacc_mean_z" "SITTING" 7 -0.122464597625
"tbodyacc_mean_z" "SITTING" 8 -0.104461049130435
"tbodyacc_mean_z" "SITTING" 9 -0.07537846886
"tbodyacc_mean_z" "SITTING" 10 -0.104253238796296
"tbodyacc_mean_z" "SITTING" 11 -0.112840218339623
"tbodyacc_mean_z" "SITTING" 12 -0.106307228960784
"tbodyacc_mean_z" "SITTING" 13 -0.0972465110836735
"tbodyacc_mean_z" "SITTING" 14 -0.100401490425926
"tbodyacc_mean_z" "SITTING" 15 -0.11366125320339
"tbodyacc_mean_z" "SITTING" 16 -0.0891404038405797
"tbodyacc_mean_z" "SITTING" 17 -0.11362408509375
"tbodyacc_mean_z" "SITTING" 18 -0.111904775824561
"tbodyacc_mean_z" "SITTING" 19 -0.10870765430137
"tbodyacc_mean_z" "SITTING" 20 -0.108369634515152
"tbodyacc_mean_z" "SITTING" 21 -0.112057887741176
"tbodyacc_mean_z" "SITTING" 22 -0.105827369516129
"tbodyacc_mean_z" "SITTING" 23 -0.103808679294118
